TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Jane Minor,hasDescription,"Born Enslaved. Free before 13th Amendment. Born as Jensey (""Gensey"") Snow, she worked as a nurse, founded a hospital, and purchased the freedom of fifteen other enslaved people. The mother-in-law of Liberia's first president.",58,60,0.6870525988173046,0.0,39,53,0.6558344187784758,0.0816778231924147
Jane Minor,hasDescriptiveOccupation,Health and Safety Reformer,63,65,0.6662267471091,0.0,36,39,0.6180044593088071,0.0447461033654779
Jane Minor,hasDescriptiveOccupation,Nurse,63,65,0.6662267471091,0.0,16,22,0.5583333333333333,0.0
Jane Minor,hasDescriptiveOccupation,Philanthropist,63,65,0.6662267471091,0.0,24,26,0.6028011204481792,0.0
Jane Minor,hasDescriptiveOccupation,Slave,63,65,0.6662267471091,0.0,17,100,0.552059925093633,0.3032160644503863
Jane Minor,hasFirstName,Jane,83,86,0.9019607843137256,0.0,30,100,0.6123188405797101,0.7092972666062738
Jane Minor,hasName,Jane Minor,78,82,0.8787878787878788,0.0,61,100,0.744927536231884,0.8955324150715727
Jane Minor,hasParticipantRole,Child,47,48,0.6597643097643098,0.0,17,17,0.6149812734082397,0.0
Jane Minor,hasParticipantRole,Deceased Person,47,48,0.6597643097643098,0.0,29,57,0.5202614379084967,0.1414305679255449
Jane Minor,hasSex,Female,75,80,0.8666666666666667,0.0,33,100,0.5934640522875817,0.3799783615910079
Jane Minor,hasSurname,Minor,83,87,0.9047619047619048,0.0,36,100,0.6555555555555556,0.7092972666062738
Jane Minor,instance of,Person,36,37,0.5774410774410774,0.0,20,100,0.5780274656679151,0.2439557250000634
