Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,henry ossian flipper,24,0.46645021645021645,31,0.6277777777777779,0.0,0.0
instance of,person,ossian,"flipper, ""henry ossian flipper"")",35,0.51010101010101,26,0.6736111111111112,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,henry ossian flipper,18,0.4239789196310935,31,0.6277777777777779,0.0,0.0
instance of,person,ossian,"flipper, ""henry ossian flipper"")",35,0.51010101010101,26,0.6736111111111112,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,henry ossian flipper,30,0.4545454545454546,31,0.6277777777777779,0.0,0.0
instance of,person,ossian,"flipper, ""henry ossian flipper"")",35,0.51010101010101,26,0.6736111111111112,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,flipper,28,0.4452861952861953,46,0.0,0.0,0.0
instance of,person,ossian,"flipper, ""flipper"")",35,0.51010101010101,24,0.5526315789473685,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,henry,32,0.5192640692640692,36,0.5777777777777778,0.0,0.0
instance of,person,ossian,"flipper, ""henry"")",35,0.51010101010101,35,0.6339869281045751,0.0,0.0
instance of,person,hasdescription,description,24,0.47056277056277057,47,0.47979797979797983,0.0,0.0
instance of,person,hasdescription,first nonwhite officer to lead buffalo soldiers of the 10th cavalry,24,0.47056277056277057,11,0.502653399668325,0.0,0.0
