TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Jermain Wesley Loguen,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Name,"has_Name(Jermain Wesley Loguen, ""Jermain Wesley Loguen"")",27,29,0.404040404040404,0.0,16,22,0.5075396825396825,0.0
Jermain Wesley Loguen,instance of,Person,2. has_Surname,"has_Surname(Jermain Wesley Loguen, ""Loguen"")",24,25,0.47056277056277057,0.0,20,21,0.5025252525252525,0.0
Jermain Wesley Loguen,instance of,Person,3. has_First_Name,"has_First_Name(Jermain Wesley Loguen, ""Jermain"")",36,37,0.3719548425430778,0.0,19,19,0.5,0.0
Jermain Wesley Loguen,instance of,Person,4. has_Alternate_Name,"has_Alternate_Name(Jermain Wesley Loguen, ""Jarm Logue"").",25,32,0.49927849927849927,0.0,16,14,0.49603174603174605,0.0
Jermain Wesley Loguen,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Jermain Wesley Loguen, ""Spouse"")",24,29,0.520933014354067,0.0,14,14,0.5022875816993464,0.0
Jermain Wesley Loguen,instance of,Person,2. is_Relationship_To,"is_Relationship_To(Jermain Wesley Loguen, ""Caroline Storum"").",31,32,0.536075036075036,0.0,15,16,0.5051001821493625,0.0
Jermain Wesley Loguen,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Participant_Role,"has_Participant_Role(Jermain Wesley Loguen, ""Abolitionist in Jerry Rescue"").",29,30,0.4239789196310935,0.0,15,13,0.5818713450292398,0.0
Jermain Wesley Loguen,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Sex,"has_Sex(Jermain Wesley Loguen, ""Male"").",19,20,0.41313131313131307,0.0,22,20,0.5064102564102564,0.0
Jermain Wesley Loguen,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Occupation,"has_Occupation(Jermain Wesley Loguen, ""Abolitionist, Bishop of the African Methodist Episcopal Zion Church, Author of a slave narrative"").",21,22,0.5162210338680927,0.0,7,9,0.4898550724637681,0.0
Jermain Wesley Loguen,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Age,"has_Age(Jermain Wesley Loguen, 59)",19,30,0.41313131313131307,0.0,25,21,0.511437908496732,0.0
Jermain Wesley Loguen,instance of,Person,2. has_BirthDate,"has_BirthDate(Jermain Wesley Loguen, ""February 5, 1813"")",30,31,0.37121212121212127,0.0,16,18,0.5075396825396825,0.0
Jermain Wesley Loguen,instance of,Person,3. has_DeathDate,"has_DeathDate(Jermain Wesley Loguen, ""September 30, 1872"").",30,31,0.45568181818181824,0.0,15,14,0.5060263653483993,0.0
Jermain Wesley Loguen,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Race_or_Color,"has_Race_or_Color(Jermain Wesley Loguen, ""African-American"").",32,33,0.5040404040404041,0.0,15,16,0.5051001821493625,0.0
Jermain Wesley Loguen,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,instance of,Person,1. has_Person_Status,"has_Person_Status(Jermain Wesley Loguen, ""Slave, Abolitionist, Bishop, Author"")",19,27,0.5040404040404041,0.0,14,15,0.580872011251758,0.0
Jermain Wesley Loguen,instance of,Person,2. has_Status_Generating_Event,"has_Status_Generating_Event(Slave, ""Born into slavery""), has_Status_Generating_Event(Abolitionist, ""Escape and subsequent education""), has_Status_Generating_Event(Bishop, ""Escape and subsequent education""), has_Status_Generating_Event(Author, ""Escape and subsequent education"").",24,25,0.4707070707070707,0.0,4,9,0.4837729816147083,0.0
Jermain Wesley Loguen,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,hasSex,Male,1. has_Name,"has_Name(Jermain Wesley Loguen, ""Jermain Wesley Loguen"")",47,50,0.5909090909090909,0.0,10,24,0.4900793650793651,0.0
Jermain Wesley Loguen,hasSex,Male,2. has_Surname,"has_Surname(Jermain Wesley Loguen, ""Loguen"")",50,53,0.6507936507936508,0.0,12,22,0.494949494949495,0.0
Jermain Wesley Loguen,hasSex,Male,3. has_First_Name,"has_First_Name(Jermain Wesley Loguen, ""Jermain"")",35,45,0.5588235294117647,0.0,12,20,0.5138888888888888,0.0
Jermain Wesley Loguen,hasSex,Male,4. has_Alternate_Name,"has_Alternate_Name(Jermain Wesley Loguen, ""Jarm Logue"").",30,31,0.6190476190476191,0.0,10,15,0.6011904761904762,0.0
Jermain Wesley Loguen,hasSex,Male,Interagent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,hasSex,Male,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(Jermain Wesley Loguen, ""Spouse"")",18,23,0.5906432748538012,0.0,8,12,0.4869281045751634,0.0
Jermain Wesley Loguen,hasSex,Male,2. is_Relationship_To,"is_Relationship_To(Jermain Wesley Loguen, ""Caroline Storum"").",15,15,0.43650793650793646,0.0,9,13,0.4886156648451731,0.0
Jermain Wesley Loguen,hasSex,Male,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,hasSex,Male,1. has_Participant_Role,"has_Participant_Role(Jermain Wesley Loguen, ""Abolitionist in Jerry Rescue"").",28,29,0.5434782608695653,0.0,7,11,0.5964912280701754,0.0
Jermain Wesley Loguen,hasSex,Male,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Jermain Wesley Loguen,hasSex,Male,1. has_Sex,"has_Sex(Jermain Wesley Loguen, ""Male"").",75,80,0.8666666666666667,0.0,19,100,0.49786324786324787,0.33517574332792605
Jermain Wesley Loguen,hasSex,Male,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
