TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Name Record Module,,32,32,0.5145502645502645,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasNameVariant,"hasNameVariant(Robert Blake, ""Robert Blake"")",58,61,0.8039215686274509,0.0,49,62,0.592929292929293,0.4498517039243882
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,2. hasPreferredNameVariant,"hasPreferredNameVariant(Robert Blake, ""Robert Blake"")",42,44,0.6611721611721612,0.0,43,58,0.5981656184486374,0.4498517039243882
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,3. fullNameAsString,"string): fullNameAsString(Robert Blake, ""Robert Blake"")",31,32,0.5106516290726817,0.0,42,64,0.6026262626262626,0.4109954639349511
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,4. hasSurnameAsString,"string): hasSurnameAsString(Robert Blake, ""Blake"")",43,52,0.7142857142857143,0.0,35,62,0.5237037037037037,0.3561776636856882
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,5. hasFirstnameAsString,"string): hasFirstnameAsString(Robert Blake, ""Robert"")",40,48,0.7060041407867494,0.0,41,66,0.5876310272536687,0.3561776636856882
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Origin Record Module,,7,15,0.3976190476190476,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Robert Blake, ""United States"")",19,20,0.4067460317460318,0.0,44,62,0.601068376068376,0.25233420143369617
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Race Record Module,,16,16,0.4656084656084656,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. has_Race,"has_Race(Robert Blake, ""Italian-American"")",56,59,0.7229437229437229,0.0,44,57,0.528042328042328,0.25233420143369617
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Age Record Module,,8,25,0.4005602240896358,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasAgeValue,"double): hasAgeValue(Robert Blake, 89)",48,50,0.6238095238095238,0.0,38,57,0.52046783625731,0.25233420143369617
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,2. hasBirthDate,"hasBirthDate(Robert Blake, ""September 18, 1933"")",45,48,0.5428571428571428,0.0,46,58,0.579040404040404,0.22576484600261612
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,3. hasDeathDate,"hasDeathDate(Robert Blake, ""March 9, 2023"")",45,48,0.6158730158730159,0.0,44,57,0.5866002214839424,0.25233420143369617
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Sex Record Module,,8,17,0.4005602240896358,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasSex,"hasSex(Robert Blake, ""Male"")",50,53,0.671957671957672,0.0,48,67,0.5557539682539683,0.2912194185636897
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Person Status Record Module,,18,18,0.4021164021164021,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Robert Blake, ""acting career, arrest in 2002, acquittal in 2005, bankruptcy"")",30,38,0.6355311355311355,0.0,34,57,0.546952695269527,0.14012086798868081
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,2. hasValue,"hasValue(Robert Blake, ""Actor, Murder Suspect, Bankrupt Individual"")",56,59,0.7229437229437229,0.0,43,57,0.6342885872297637,0.1908740661302035
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Occupation Record Module,,13,19,0.45634920634920634,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasValue,"hasValue(Robert Blake, ""Actor in films and television series"")",56,59,0.7229437229437229,0.0,48,57,0.6255197132616487,0.17856621555757476
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,InterAgent Relationship Record Module,,14,18,0.3921063921063921,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Robert Blake, ""Spouse, Parent"")",26,32,0.5568452380952381,0.0,42,57,0.5148451730418944,0.25233420143369617
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,2. isRelationshipTo,"isRelationshipTo(Robert Blake, ""Sondra Kerr, Bonny Lee Bakley, Pamela Hudak, his children"")",15,16,0.4177109440267335,0.0,35,57,0.602075702075702,0.1523141551937591
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,Participant Role Record Module,,16,16,0.5095238095238095,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,1. hasParticipantRoleType,"hasParticipantRoleType(Robert Blake, ""Actor, Murder Suspect, Debtor"")",31,32,0.5771428571428571,0.0,44,57,0.6032742887815351,0.20613696606828608
Robert Blake Foster or Forster,hasName,Robert Blake Foster or Forster,2. roleProvidedBy,"roleProvidedBy(Robert Blake, ""Various films and television series, case of his second wife's death, bankruptcy case"")",8,9,0.4005602240896358,0.0,34,57,0.5867996201329535,0.12254598128043984
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Name Record Module,,27,27,0.4314814814814814,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasNameVariant,"hasNameVariant(Robert Blake, ""Robert Blake"")",48,50,0.6290849673202614,0.0,43,100,0.5909090909090909,0.8955324150715727
Robert Blake Foster or Forster,hasFirstName,Robert Blake,2. hasPreferredNameVariant,"hasPreferredNameVariant(Robert Blake, ""Robert Blake"")",42,49,0.5747863247863249,0.0,37,100,0.6032494758909853,0.8955324150715727
Robert Blake Foster or Forster,hasFirstName,Robert Blake,3. fullNameAsString,"string): fullNameAsString(Robert Blake, ""Robert Blake"")",26,33,0.4385964912280702,0.0,36,100,0.5727272727272728,0.8181802073667198
Robert Blake Foster or Forster,hasFirstName,Robert Blake,4. hasSurnameAsString,"string): hasSurnameAsString(Robert Blake, ""Blake"")",42,50,0.6521164021164022,0.0,39,100,0.4288888888888889,0.7090528735856639
Robert Blake Foster or Forster,hasFirstName,Robert Blake,5. hasFirstnameAsString,"string): hasFirstnameAsString(Robert Blake, ""Robert"")",63,71,0.7983091787439612,0.0,37,100,0.4266247379454926,0.7090528735856639
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Origin Record Module,,19,19,0.35555555555555557,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Robert Blake, ""United States"")",22,34,0.3333333333333333,0.0,38,100,0.576923076923077,0.5023287782256719
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Race Record Module,,20,20,0.3611111111111111,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. has_Race,"has_Race(Robert Blake, ""Italian-American"")",43,55,0.6237373737373737,0.0,44,100,0.5952380952380952,0.5023287782256719
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Age Record Module,,14,21,0.26143790849673204,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasAgeValue,"double): hasAgeValue(Robert Blake, 89)",38,40,0.5246031746031746,0.0,48,100,0.54156223893066,0.5023287782256719
Robert Blake Foster or Forster,hasFirstName,Robert Blake,2. hasBirthDate,"hasBirthDate(Robert Blake, ""September 18, 1933"")",59,62,0.7333333333333334,0.0,40,100,0.5833333333333334,0.4494364165239822
Robert Blake Foster or Forster,hasFirstName,Robert Blake,3. hasDeathDate,"hasDeathDate(Robert Blake, ""March 9, 2023"")",44,46,0.5777777777777778,0.0,44,100,0.6208010335917313,0.5023287782256719
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Sex Record Module,,14,21,0.26143790849673204,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasSex,"hasSex(Robert Blake, ""Male"")",38,50,0.5925925925925926,0.0,60,100,0.6428571428571429,0.5797386715376658
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Person Status Record Module,,26,26,0.40740740740740744,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Robert Blake, ""acting career, arrest in 2002, acquittal in 2005, bankruptcy"")",32,43,0.5747863247863249,0.0,21,100,0.5673817381738174,0.2789425453258252
Robert Blake Foster or Forster,hasFirstName,Robert Blake,2. hasValue,"hasValue(Robert Blake, ""Actor, Murder Suspect, Bankrupt Individual"")",43,45,0.6237373737373737,0.0,30,100,0.5588235294117647,0.3799783615910079
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Occupation Record Module,,22,22,0.4083333333333334,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasValue,"hasValue(Robert Blake, ""Actor in films and television series"")",43,45,0.6237373737373737,0.0,32,100,0.5645161290322581,0.3554767779546839
Robert Blake Foster or Forster,hasFirstName,Robert Blake,InterAgent Relationship Record Module,,20,20,0.3873873873873874,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Robert Blake, ""Spouse, Parent"")",32,37,0.5054563492063492,0.0,33,100,0.4742714025500911,0.5023287782256718
Robert Blake Foster or Forster,hasFirstName,Robert Blake,2. isRelationshipTo,"isRelationshipTo(Robert Blake, ""Sondra Kerr, Bonny Lee Bakley, Pamela Hudak, his children"")",19,27,0.49415204678362573,0.0,23,100,0.5717338217338218,0.3032160644503863
Robert Blake Foster or Forster,hasFirstName,Robert Blake,Participant Role Record Module,,24,24,0.5111111111111111,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasFirstName,Robert Blake,1. hasParticipantRoleType,"hasParticipantRoleType(Robert Blake, ""Actor, Murder Suspect, Debtor"")",38,39,0.6205555555555555,0.0,30,100,0.5579710144927535,0.41036264495218466
Robert Blake Foster or Forster,hasFirstName,Robert Blake,2. roleProvidedBy,"roleProvidedBy(Robert Blake, ""Various films and television series, case of his second wife's death, bankruptcy case"")",14,14,0.3643790849673203,0.0,19,100,0.5619658119658121,0.24395572500006346
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Name Record Module,,21,36,0.45740740740740743,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasNameVariant,"hasNameVariant(Robert Blake, ""Robert Blake"")",44,54,0.6086834733893558,0.0,33,36,0.5206476530005942,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,2. hasPreferredNameVariant,"hasPreferredNameVariant(Robert Blake, ""Robert Blake"")",39,46,0.6087912087912087,0.0,29,30,0.49698987656812293,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,3. fullNameAsString,"string): fullNameAsString(Robert Blake, ""Robert Blake"")",34,36,0.4535087719298246,0.0,31,38,0.4746880570409982,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,4. hasSurnameAsString,"string): hasSurnameAsString(Robert Blake, ""Blake"")",65,67,0.8253968253968255,0.0,27,36,0.537516339869281,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,5. hasFirstnameAsString,"string): hasFirstnameAsString(Robert Blake, ""Robert"")",48,50,0.7159420289855073,0.0,31,42,0.541791172201827,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Origin Record Module,,20,27,0.48333333333333334,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Robert Blake, ""United States"")",18,18,0.35555555555555557,0.0,23,37,0.46801727684080624,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Race Record Module,,21,29,0.37777777777777777,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. has_Race,"has_Race(Robert Blake, ""Italian-American"")",48,60,0.6515151515151515,0.0,27,29,0.5087768440709617,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Age Record Module,,15,30,0.2725490196078431,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasAgeValue,"double): hasAgeValue(Robert Blake, 89)",42,43,0.5523809523809524,0.0,25,31,0.4776401788785689,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,2. hasBirthDate,"hasBirthDate(Robert Blake, ""September 18, 1933"")",48,50,0.6666666666666666,0.0,28,30,0.5041963755199049,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,3. hasDeathDate,"hasDeathDate(Robert Blake, ""March 9, 2023"")",40,42,0.5444444444444444,0.0,27,33,0.47359781121751027,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Sex Record Module,,22,22,0.3810457516339869,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasSex,"hasSex(Robert Blake, ""Male"")",53,56,0.6851851851851851,0.0,27,34,0.5021008403361344,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Person Status Record Module,,27,22,0.5102292768959436,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Robert Blake, ""acting career, arrest in 2002, acquittal in 2005, bankruptcy"")",44,46,0.6746438746438747,0.0,19,24,0.5285754819825873,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,2. hasValue,"hasValue(Robert Blake, ""Actor, Murder Suspect, Bankrupt Individual"")",48,50,0.6515151515151515,0.0,26,28,0.5336134453781513,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Occupation Record Module,,18,18,0.4361111111111111,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasValue,"hasValue(Robert Blake, ""Actor in films and television series"")",48,50,0.6515151515151515,0.0,28,29,0.49425469112376136,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,InterAgent Relationship Record Module,,17,17,0.4117117117117117,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Robert Blake, ""Spouse, Parent"")",33,34,0.544345238095238,0.0,28,33,0.45761374594547205,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,2. isRelationshipTo,"isRelationshipTo(Robert Blake, ""Sondra Kerr, Bonny Lee Bakley, Pamela Hudak, his children"")",14,21,0.37017543859649127,0.0,20,26,0.5490627020038784,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,Participant Role Record Module,,20,20,0.48888888888888893,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,1. hasParticipantRoleType,"hasParticipantRoleType(Robert Blake, ""Actor, Murder Suspect, Debtor"")",34,35,0.6123809523809524,0.0,30,30,0.532618844639305,0.0
Robert Blake Foster or Forster,hasSurname,Foster or Forster,2. roleProvidedBy,"roleProvidedBy(Robert Blake, ""Various films and television series, case of his second wife's death, bankruptcy case"")",15,15,0.4392156862745098,0.0,18,23,0.5368526897938662,0.0
Robert Blake Foster or Forster,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasNameVariant,"hasNameVariant(Robert Blake, ""Robert Blake"")",35,36,0.6339869281045751,0.0,12,19,0.494949494949495,0.0
Robert Blake Foster or Forster,hasSex,Male,2. hasPreferredNameVariant,"hasPreferredNameVariant(Robert Blake, ""Robert Blake"")",25,26,0.6068376068376068,0.0,11,15,0.5125786163522013,0.0
Robert Blake Foster or Forster,hasSex,Male,3. fullNameAsString,"string): fullNameAsString(Robert Blake, ""Robert Blake"")",24,25,0.4795321637426901,0.0,10,15,0.4904040404040404,0.0
Robert Blake Foster or Forster,hasSex,Male,4. hasSurnameAsString,"string): hasSurnameAsString(Robert Blake, ""Blake"")",37,38,0.6904761904761904,0.0,11,14,0.5133333333333333,0.0
Robert Blake Foster or Forster,hasSex,Male,5. hasFirstnameAsString,"string): hasFirstnameAsString(Robert Blake, ""Robert"")",28,36,0.6135265700483091,0.0,11,14,0.5125786163522013,0.0
Robert Blake Foster or Forster,hasSex,Male,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Robert Blake, ""United States"")",13,14,0.3055555555555555,0.0,11,12,0.4914529914529915,0.0
Robert Blake Foster or Forster,hasSex,Male,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. has_Race,"has_Race(Robert Blake, ""Italian-American"")",47,50,0.5909090909090909,0.0,13,19,0.49603174603174605,0.0
Robert Blake Foster or Forster,hasSex,Male,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasAgeValue,"double): hasAgeValue(Robert Blake, 89)",40,42,0.6507936507936508,0.0,14,16,0.4985380116959064,0.0
Robert Blake Foster or Forster,hasSex,Male,2. hasBirthDate,"hasBirthDate(Robert Blake, ""September 18, 1933"")",38,40,0.5666666666666667,0.0,12,9,0.4930555555555555,0.0
Robert Blake Foster or Forster,hasSex,Male,3. hasDeathDate,"hasDeathDate(Robert Blake, ""March 9, 2023"")",38,40,0.6444444444444445,0.0,13,14,0.49547803617571057,0.0
Robert Blake Foster or Forster,hasSex,Male,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasSex,"hasSex(Robert Blake, ""Male"")",80,100,0.8888888888888888,1.0,25,100,0.5079365079365079,0.3799783615910079
Robert Blake Foster or Forster,hasSex,Male,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Robert Blake, ""acting career, arrest in 2002, acquittal in 2005, bankruptcy"")",31,32,0.6752136752136751,0.0,6,6,0.48212321232123206,0.0
Robert Blake Foster or Forster,hasSex,Male,2. hasValue,"hasValue(Robert Blake, ""Actor, Murder Suspect, Bankrupt Individual"")",47,50,0.5909090909090909,0.0,8,9,0.5196078431372549,0.0
Robert Blake Foster or Forster,hasSex,Male,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasValue,"hasValue(Robert Blake, ""Actor in films and television series"")",47,50,0.5909090909090909,0.0,9,13,0.5994623655913979,0.0
Robert Blake Foster or Forster,hasSex,Male,InterAgent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Robert Blake, ""Spouse, Parent"")",21,27,0.5972222222222222,0.0,9,10,0.4886156648451731,0.0
Robert Blake Foster or Forster,hasSex,Male,2. isRelationshipTo,"isRelationshipTo(Robert Blake, ""Sondra Kerr, Bonny Lee Bakley, Pamela Hudak, his children"")",16,17,0.44152046783625726,0.0,6,7,0.4832112332112332,0.0
Robert Blake Foster or Forster,hasSex,Male,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasSex,Male,1. hasParticipantRoleType,"hasParticipantRoleType(Robert Blake, ""Actor, Murder Suspect, Debtor"")",26,27,0.54,0.0,8,9,0.5978260869565217,0.0
Robert Blake Foster or Forster,hasSex,Male,2. roleProvidedBy,"roleProvidedBy(Robert Blake, ""Various films and television series, case of his second wife's death, bankruptcy case"")",9,9,0.40849673202614384,0.0,5,5,0.4807692307692308,0.0
Robert Blake Foster or Forster,hasDescription,"Son-in-law of John Peart, whose daughter Mary Ann Hardwicke Robert Blake Foster married in 1834 in Cheltenham: it was the second marriage for each of them. John Peart settled £5000 on the couple.",Name Record Module,,31,25,0.4783068783068783,0.0,0,0,0.0,0.0
Robert Blake Foster or Forster,hasDescription,"Son-in-law of John Peart, whose daughter Mary Ann Hardwicke Robert Blake Foster married in 1834 in Cheltenham: it was the second marriage for each of them. John Peart settled £5000 on the couple.",1. hasNameVariant,"hasNameVariant(Robert Blake, ""Robert Blake"")",45,47,0.6390056022408963,0.0,23,62,0.5154567654567654,0.13004663954055892
Robert Blake Foster or Forster,hasDescription,"Son-in-law of John Peart, whose daughter Mary Ann Hardwicke Robert Blake Foster married in 1834 in Cheltenham: it was the second marriage for each of them. John Peart settled £5000 on the couple.",2. hasPreferredNameVariant,"hasPreferredNameVariant(Robert Blake, ""Robert Blake"")",35,41,0.5421245421245421,0.0,25,50,0.5337614167802848,0.13004663954055892
Robert Blake Foster or Forster,hasDescription,"Son-in-law of John Peart, whose daughter Mary Ann Hardwicke Robert Blake Foster married in 1834 in Cheltenham: it was the second marriage for each of them. John Peart settled £5000 on the couple.",3. fullNameAsString,"string): fullNameAsString(Robert Blake, ""Robert Blake"")",36,38,0.575187969924812,0.0,23,50,0.5201568457382412,0.11881377459478756
