TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Lewis Temple,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasNameVariant,"hasNameVariant(Lewis Temple, ""Lewis Temple"")",21,22,0.4496434937611408,0.0,12,18,0.5025252525252525,0.0
Lewis Temple,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Lewis Temple, ""Lewis Temple"")",16,17,0.4822843822843823,0.0,14,19,0.5758909853249476,0.0
Lewis Temple,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Lewis Temple, ""Lewis Temple"")",20,28,0.35805422647527907,0.0,10,19,0.49646464646464644,0.0
Lewis Temple,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Lewis Temple, ""Temple"")",25,26,0.43088023088023086,0.0,11,18,0.49836601307189543,0.0
Lewis Temple,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Lewis Temple, ""Lewis"")",29,30,0.5040466779597215,0.0,10,17,0.49786324786324787,0.0
Lewis Temple,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasDescription,"hasDescription(Lewis Temple, ""Enslaved. Free before the 13th Amendment. Blacksmith, abolitionist, and inventor. Best known for creating 'Temple's Toggle' or 'Temple's Iron', a harpoon toggle tip based on Inuit and Native American designs."")",21,22,0.5772430184194891,0.0,4,6,0.5513888888888889,0.0
Lewis Temple,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Lewis Temple, ""Richmond, Virginia"")",29,41,0.4998196248196248,0.0,19,17,0.5906432748538011,0.0
Lewis Temple,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. has_Race,"has_Race(Lewis Temple, ""African-American"")",36,38,0.49242424242424243,0.0,12,14,0.29365079365079366,0.0
Lewis Temple,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasAgeValue,"double): hasAgeValue(Lewis Temple, 53)",24,25,0.46645021645021645,0.0,9,10,0.4152046783625731,0.0
Lewis Temple,instance of,Person,2. hasBirthDate,"hasBirthDate(Lewis Temple, ""October 22, 1800"")",31,32,0.3767676767676768,0.0,12,13,0.4106280193236715,0.0
Lewis Temple,instance of,Person,3. hasDeathDate,"hasDeathDate(Lewis Temple, ""May 18, 1854"")",31,32,0.46262626262626255,0.0,8,9,0.29365079365079366,0.0
Lewis Temple,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasSex,"hasSex(Lewis Temple, ""Male"")",20,21,0.42424242424242414,0.0,12,13,0.30158730158730157,0.0
Lewis Temple,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Lewis Temple, ""move to New Bedford, Massachusetts in the 1820s"")",27,28,0.4809634809634809,0.0,11,11,0.4967171717171717,0.0
Lewis Temple,instance of,Person,2. hasValue,"hasValue(Lewis Temple, ""Free Person, Blacksmith"")",27,29,0.404040404040404,0.0,22,100,0.409297052154195,0.3032160644503863
Lewis Temple,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasValue,"hasValue(Lewis Temple, ""Blacksmith, Abolitionist, Inventor"")",27,29,0.404040404040404,0.0,12,10,0.2888888888888889,0.0
Lewis Temple,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Lewis Temple, ""Spouse"")",23,33,0.5340909090909091,0.0,14,15,0.5092243186582809,0.0
Lewis Temple,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Lewis Temple, ""Mary Clark"")",33,34,0.5494417862838915,0.0,12,17,0.5025252525252525,0.0
Lewis Temple,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Mary Clark, ""Lewis Temple"")",31,32,0.536075036075036,0.0,12,17,0.5140096618357488,0.0
Lewis Temple,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Lewis Temple,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(Lewis Temple, ""Inventor"")",28,29,0.5574242424242425,0.0,15,16,0.5972222222222222,0.0
Lewis Temple,instance of,Person,2. roleProvidedBy,"roleProvidedBy(Lewis Temple, ""Creation of Temple's Toggle or Temple's Iron"")",14,15,0.3719548425430778,0.0,15,13,0.5818713450292398,0.0
Lewis Temple,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasNameVariant,"hasNameVariant(Lewis Temple, ""Lewis Temple"")",35,36,0.6339869281045751,0.0,12,26,0.5151515151515151,0.0
Lewis Temple,hasSex,Male,2. hasPreferredNameVariant,"hasPreferredNameVariant(Lewis Temple, ""Lewis Temple"")",25,26,0.6068376068376068,0.0,11,20,0.5125786163522013,0.0
Lewis Temple,hasSex,Male,3. fullNameAsString,"string): fullNameAsString(Lewis Temple, ""Lewis Temple"")",24,25,0.4795321637426901,0.0,10,20,0.4904040404040404,0.0
Lewis Temple,hasSex,Male,4. hasSurnameAsString,"string): hasSurnameAsString(Lewis Temple, ""Temple"")",37,38,0.6904761904761904,0.0,11,19,0.5130718954248366,0.0
Lewis Temple,hasSex,Male,5. hasFirstnameAsString,"string): hasFirstnameAsString(Lewis Temple, ""Lewis"")",28,36,0.6135265700483091,0.0,11,18,0.5128205128205128,0.0
Lewis Temple,hasSex,Male,Description Module,,17,17,0.3148148148148148,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasDescription,"hasDescription(Lewis Temple, ""Enslaved. Free before the 13th Amendment. Blacksmith, abolitionist, and inventor. Best known for creating 'Temple's Toggle' or 'Temple's Iron', a harpoon toggle tip based on Inuit and Native American designs."")",35,36,0.6339869281045751,0.0,2,4,0.4763888888888889,0.0
Lewis Temple,hasSex,Male,Origin Record Module,,8,8,0.4055555555555556,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Lewis Temple, ""Richmond, Virginia"")",13,14,0.3055555555555555,0.0,10,11,0.489766081871345,0.0
Lewis Temple,hasSex,Male,Race Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. has_Race,"has_Race(Lewis Temple, ""African-American"")",47,50,0.5909090909090909,0.0,13,19,0.49603174603174605,0.0
Lewis Temple,hasSex,Male,Age Record Module,,9,17,0.40849673202614384,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasAgeValue,"double): hasAgeValue(Lewis Temple, 53)",40,42,0.6507936507936508,0.0,14,16,0.4985380116959064,0.0
Lewis Temple,hasSex,Male,2. hasBirthDate,"hasBirthDate(Lewis Temple, ""October 22, 1800"")",38,40,0.5666666666666667,0.0,12,13,0.4939613526570048,0.0
Lewis Temple,hasSex,Male,3. hasDeathDate,"hasDeathDate(Lewis Temple, ""May 18, 1854"")",38,40,0.6444444444444445,0.0,13,20,0.5158730158730159,0.0
Lewis Temple,hasSex,Male,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasSex,"hasSex(Lewis Temple, ""Male"")",80,100,0.8888888888888888,1.0,25,100,0.5238095238095238,0.3799783615910079
Lewis Temple,hasSex,Male,Person Status Record Module,,18,12,0.5216049382716049,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Lewis Temple, ""move to New Bedford, Massachusetts in the 1820s"")",31,32,0.6752136752136751,0.0,7,9,0.48358585858585856,0.0
Lewis Temple,hasSex,Male,2. hasValue,"hasValue(Lewis Temple, ""Free Person, Blacksmith"")",47,50,0.5909090909090909,0.0,11,17,0.6037414965986394,0.0
Lewis Temple,hasSex,Male,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasValue,"hasValue(Lewis Temple, ""Blacksmith, Abolitionist, Inventor"")",47,50,0.5909090909090909,0.0,9,14,0.6,0.0
Lewis Temple,hasSex,Male,InterAgent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Lewis Temple, ""Spouse"")",21,27,0.5972222222222222,0.0,11,11,0.49109014675052415,0.0
Lewis Temple,hasSex,Male,2. isRelationshipTo,"isRelationshipTo(Lewis Temple, ""Mary Clark"")",16,17,0.44152046783625726,0.0,12,18,0.494949494949495,0.0
Lewis Temple,hasSex,Male,3. isRelationshipFrom,"isRelationshipFrom(Mary Clark, ""Lewis Temple"")",15,15,0.43650793650793646,0.0,16,17,0.5289855072463768,0.0
Lewis Temple,hasSex,Male,Participant Role Record Module,,11,11,0.4666666666666666,0.0,0,0,0.0,0.0
Lewis Temple,hasSex,Male,1. hasParticipantRoleType,"hasParticipantRoleType(Lewis Temple, ""Inventor"")",26,27,0.54,0.0,12,12,0.6041666666666666,0.0
Lewis Temple,hasSex,Male,2. roleProvidedBy,"roleProvidedBy(Lewis Temple, ""Creation of Temple's Toggle or Temple's Iron"")",9,9,0.40849673202614384,0.0,7,10,0.48538011695906436,0.0
Lewis Temple,hasParticipantRole,Child,Name Record Module,,28,22,0.5,0.0,0,0,0.0,0.0
Lewis Temple,hasParticipantRole,Child,1. hasNameVariant,"hasNameVariant(Lewis Temple, ""Lewis Temple"")",51,53,0.6145969498910675,0.0,12,19,0.48181818181818187,0.0
Lewis Temple,hasParticipantRole,Child,2. hasPreferredNameVariant,"hasPreferredNameVariant(Lewis Temple, ""Lewis Temple"")",45,47,0.58005698005698,0.0,10,15,0.4410901467505241,0.0
Lewis Temple,hasParticipantRole,Child,3. fullNameAsString,"string): fullNameAsString(Lewis Temple, ""Lewis Temple"")",27,28,0.3803118908382066,0.0,7,10,0.4787878787878788,0.0
Lewis Temple,hasParticipantRole,Child,4. hasSurnameAsString,"string): hasSurnameAsString(Lewis Temple, ""Temple"")",36,37,0.5687830687830688,0.0,11,14,0.3130718954248366,0.0
Lewis Temple,hasParticipantRole,Child,5. hasFirstnameAsString,"string): hasFirstnameAsString(Lewis Temple, ""Lewis"")",34,40,0.5967793880837359,0.0,11,13,0.3128205128205128,0.0
Lewis Temple,hasParticipantRole,Child,Description Module,,44,44,0.6498316498316499,0.0,0,0,0.0,0.0
