TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Dred Scott,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasNameVariant,"hasNameVariant(Dred Scott, ""Dred Scott"")",21,22,0.4496434937611408,0.0,13,26,0.5194444444444445,0.0
Dred Scott,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Dred Scott, ""Dred Scott"")",16,17,0.4822843822843823,0.0,15,25,0.5784580498866213,0.0
Dred Scott,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Dred Scott, ""Dred Scott"")",20,28,0.35805422647527907,0.0,11,25,0.49836601307189543,0.0
Dred Scott,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Dred Scott, ""Scott"")",25,26,0.43088023088023086,0.0,11,24,0.5,0.0
Dred Scott,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Dred Scott, ""Dred"")",29,30,0.5040466779597215,0.0,11,23,0.4994331065759637,0.0
Dred Scott,instance of,Person,Description Module,,34,34,0.5989057239057239,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasDescription,"hasDescription(Dred Scott, ""Enslaved. Free after a private arrangement in May 1857. His unsuccessful lawsuit for freedom in the Dred Scott v. Sandford case of 1857 raised awareness of slavery in non-slave states and influenced several memorials and commemorations dedicated to him and his wife, Harriet."")",21,22,0.5772430184194891,0.0,3,5,0.5499089253187615,0.0
Dred Scott,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Dred Scott, ""Unknown"")",29,41,0.4998196248196248,0.0,20,26,0.6010101010101009,0.0
Dred Scott,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. has_Race,"has_Race(Dred Scott, ""African-American"")",36,38,0.49242424242424243,0.0,17,19,0.5055555555555555,0.0
Dred Scott,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasAgeValue,"double): hasAgeValue(Dred Scott, 58)",24,25,0.46645021645021645,0.0,14,21,0.4166666666666667,0.0
Dred Scott,instance of,Person,2. hasBirthDate,"hasBirthDate(Dred Scott, ""1799"")",31,32,0.3767676767676768,0.0,16,24,0.42013888888888884,0.0
Dred Scott,instance of,Person,3. hasDeathDate,"hasDeathDate(Dred Scott, ""1858"")",31,32,0.46262626262626255,0.0,16,18,0.42013888888888884,0.0
Dred Scott,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasSex,"hasSex(Dred Scott, ""Male"")",20,21,0.42424242424242414,0.0,19,21,0.5235042735042735,0.0
Dred Scott,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasStatusGeneratedEvent,"hasStatusGeneratedEvent(Dred Scott, ""lawsuit for freedom, emancipation"")",27,28,0.4809634809634809,0.0,13,14,0.5009259259259259,0.0
Dred Scott,instance of,Person,2. hasValue,"hasValue(Dred Scott, ""Enslaved, Free Person"")",27,29,0.404040404040404,0.0,24,100,0.5814814814814815,0.3032160644503863
Dred Scott,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasValue,"hasValue(Dred Scott, ""Not specified"")",27,29,0.404040404040404,0.0,14,15,0.5082582582582583,0.0
Dred Scott,instance of,Person,InterAgent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasInterAgentRelationshipType,"hasInterAgentRelationshipType(Dred Scott, ""Spouse, Parent"")",23,33,0.5340909090909091,0.0,15,17,0.5060263653483993,0.0
Dred Scott,instance of,Person,2. isRelationshipTo,"isRelationshipTo(Dred Scott, ""Harriet, Eliza, Lizzie"")",33,34,0.5494417862838915,0.0,10,19,0.508641975308642,0.0
Dred Scott,instance of,Person,3. isRelationshipFrom,"isRelationshipFrom(Harriet, ""Dred Scott""), isRelationshipFrom(Eliza, ""Dred Scott""), isRelationshipFrom(Lizzie, ""Dred Scott"")",31,32,0.536075036075036,0.0,8,18,0.49121863799283155,0.0
Dred Scott,instance of,Person,Participant Role Record Module,,29,29,0.49797979797979797,0.0,0,0,0.0,0.0
Dred Scott,instance of,Person,1. hasParticipantRoleType,"hasParticipantRoleType(Dred Scott, ""Litigant, Influencer"")",28,29,0.5574242424242425,0.0,16,17,0.5900383141762452,0.0
Dred Scott,instance of,Person,2. roleProvidedBy,"roleProvidedBy(Dred Scott, ""Dred Scott v. Sandford case, Emancipation Proclamation, Thirteenth, Fourteenth, and Fifteenth amendments"")",14,15,0.3719548425430778,0.0,9,10,0.5149253731343283,0.0
Dred Scott,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
