TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Brent Woods,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Brent Woods,instance of,Person,1. hasNameVariant,"hasNameVariant(Christopher Brent Wood, ""Christopher Brent Wood"")",21,22,0.4496434937611408,0.0,14,23,0.5038194444444445,0.0
Brent Woods,instance of,Person,2. hasPreferredNameVariant,"hasPreferredNameVariant(Christopher Brent Wood, ""Brent Faiyaz"")",16,17,0.4822843822843823,0.0,17,17,0.5873015873015873,0.0
Brent Woods,instance of,Person,3. fullNameAsString,"string): fullNameAsString(Christopher Brent Wood, ""Christopher Brent Wood"")",20,28,0.35805422647527907,0.0,12,19,0.5,0.0
Brent Woods,instance of,Person,4. hasSurnameAsString,"string): hasSurnameAsString(Christopher Brent Wood, ""Wood"")",25,26,0.43088023088023086,0.0,15,19,0.49482109227871945,0.0
Brent Woods,instance of,Person,5. hasFirstnameAsString,"string): hasFirstnameAsString(Christopher Brent Wood, ""Christopher"")",29,30,0.5040466779597215,0.0,14,18,0.5022875816993464,0.0
Brent Woods,instance of,Person,Origin Record Module,,32,26,0.5595959595959595,0.0,0,0,0.0,0.0
Brent Woods,instance of,Person,1. refersToPlaceOfOrigin,"refersToPlaceOfOrigin(Christopher Brent Wood, ""Columbia, Maryland"")",29,41,0.4998196248196248,0.0,16,18,0.5854063018242123,0.0
Brent Woods,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
Brent Woods,instance of,Person,1. has_Race,"has_Race(Christopher Brent Wood, ""Dominican and African-American"")",36,38,0.49242424242424243,0.0,14,15,0.5696969696969697,0.0
Brent Woods,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Brent Woods,instance of,Person,1. hasAgeValue,"double): hasAgeValue(Christopher Brent Wood, 27)",24,25,0.46645021645021645,0.0,19,20,0.5,0.0
Brent Woods,instance of,Person,2. hasBirthDate,"hasBirthDate(Christopher Brent Wood, ""September 19, 1995"")",31,32,0.3767676767676768,0.0,16,17,0.5731800766283525,0.0
