TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Lott Cary,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
Lott Cary,instance of,Person,1. has_Name,"has_Name(Lott Cary, ""Lott Cary"")",27,29,0.404040404040404,0.0,16,25,0.4305555555555555,0.0
Lott Cary,instance of,Person,2. has_Surname,"has_Surname(Lott Cary, ""Cary"")",24,25,0.47056277056277057,0.0,11,22,0.5333333333333333,0.0
Lott Cary,instance of,Person,3. has_First_Name,"has_First_Name(Lott Cary, ""Lott"")",36,37,0.3719548425430778,0.0,15,20,0.5126262626262627,0.0
Lott Cary,instance of,Person,4. has_Alternate_Name,"has_Alternate_Name(Lott Cary, ""Lott Carey""), has_Alternate_Name(Lott Cary, ""Lott Gary"").",25,32,0.49927849927849927,0.0,9,18,0.4967171717171717,0.0
Lott Cary,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
Lott Cary,instance of,Person,1. has_Sex,"has_Sex(Lott Cary, ""Male"").",19,20,0.41313131313131307,0.0,12,21,0.4259259259259259,0.0
Lott Cary,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
Lott Cary,instance of,Person,1. has_Occupation,"has_Occupation(Lott Cary, ""Baptist minister, lay physician, missionary leader, acting governor of Liberia"").",21,22,0.5162210338680927,0.0,9,11,0.49320987654320986,0.0
Lott Cary,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
Lott Cary,instance of,Person,1. has_Age,"has_Age(Lott Cary, 48)",19,30,0.41313131313131307,0.0,14,23,0.4343434343434343,0.0
