TSV Subject,TSV Predicate,TSV Value,TXT Predicate,TXT Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
John Brown,instance of,Person,Name Record Module,,28,34,0.5107744107744108,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Name,"has_Name(John Jea, ""John Jea"")",27,29,0.404040404040404,0.0,17,26,0.5166666666666666,0.0
John Brown,instance of,Person,2. has_Surname,"has_Surname(John Jea, ""Jea"")",24,25,0.47056277056277057,0.0,18,23,0.5373015873015873,0.0
John Brown,instance of,Person,3. has_First_Name,"has_First_Name(John Jea, ""John"").",36,37,0.3719548425430778,0.0,21,28,0.594949494949495,0.0
John Brown,instance of,Person,Interagent Relationship Record Module,,29,33,0.5389935389935391,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(John Jea, ""Enslaved by"")",24,29,0.520933014354067,0.0,15,16,0.5055555555555555,0.0
John Brown,instance of,Person,2. is_Relationship_To,"is_Relationship_To(John Jea, ""Oliver and Angelika Triebuen"").",31,32,0.536075036075036,0.0,12,16,0.49408014571948994,0.0
John Brown,instance of,Person,Sex Record Module,,21,21,0.4496434937611408,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Sex,"has_Sex(John Jea, ""Male"").",19,20,0.41313131313131307,0.0,19,22,0.5235042735042735,0.0
John Brown,instance of,Person,Occupation Record Module,,29,23,0.5618686868686869,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Occupation,"has_Occupation(John Jea, ""Writer, Preacher, Abolitionist, Sailor, Itinerant Preacher, Mariner, Shipboard Cook, Autobiographer"").",21,22,0.5162210338680927,0.0,9,11,0.515625,0.0
John Brown,instance of,Person,Age Record Module,,21,29,0.4496434937611408,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Age,"has_Age(John Jea, Unknown)",19,30,0.41313131313131307,0.0,19,20,0.5235042735042735,0.0
John Brown,instance of,Person,2. has_BirthDate,"has_BirthDate(John Jea, ""1773"")",30,31,0.37121212121212127,0.0,16,18,0.5982078853046595,0.0
John Brown,instance of,Person,3. has_DeathDate,"has_DeathDate(John Jea, ""After 1817"").",30,31,0.45568181818181824,0.0,14,26,0.5073099415204678,0.0
John Brown,instance of,Person,Race Record Module,,34,34,0.5774410774410774,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Race_or_Color,"has_Race_or_Color(John Jea, ""African-American"").",32,33,0.5040404040404041,0.0,15,20,0.5125000000000001,0.0
John Brown,instance of,Person,Person Status Record Module,,32,21,0.5495230078563412,0.0,0,0,0.0,0.0
John Brown,instance of,Person,1. has_Person_Status,"has_Person_Status(John Jea, ""Enslaved Person, Free Man"")",19,27,0.5040404040404041,0.0,19,100,0.5912698412698413,0.2789425453258252
John Brown,instance of,Person,2. has_Status_Generating_Event,"has_Status_Generating_Event(Enslaved Person, ""Sold into slavery in New York City""), has_Status_Generating_Event(Free Man, ""Gained freedom in the 1790s"").",24,25,0.4707070707070707,0.0,8,100,0.5686274509803922,0.15342553542521659
John Brown,hasSex,Male,Name Record Module,,17,17,0.48148148148148145,0.0,0,0,0.0,0.0
John Brown,hasSex,Male,1. has_Name,"has_Name(John Jea, ""John Jea"")",47,50,0.5909090909090909,0.0,12,19,0.5222222222222223,0.0
John Brown,hasSex,Male,2. has_Surname,"has_Surname(John Jea, ""Jea"")",50,53,0.6507936507936508,0.0,12,17,0.5238095238095238,0.0
John Brown,hasSex,Male,3. has_First_Name,"has_First_Name(John Jea, ""John"").",35,45,0.5588235294117647,0.0,11,15,0.5202020202020202,0.0
John Brown,hasSex,Male,Interagent Relationship Record Module,,14,9,0.41591591591591587,0.0,0,0,0.0,0.0
John Brown,hasSex,Male,1. has_Interagent_Relationship_Type_To,"has_Interagent_Relationship_Type_To(John Jea, ""Enslaved by"")",18,23,0.5906432748538012,0.0,9,10,0.48888888888888893,0.0
John Brown,hasSex,Male,2. is_Relationship_To,"is_Relationship_To(John Jea, ""Oliver and Angelika Triebuen"").",15,15,0.43650793650793646,0.0,9,10,0.4886156648451731,0.0
John Brown,hasSex,Male,Sex Record Module,,26,26,0.5588235294117647,0.0,0,0,0.0,0.0
John Brown,hasSex,Male,1. has_Sex,"has_Sex(John Jea, ""Male"").",75,80,0.8666666666666667,0.0,27,100,0.5256410256410257,0.3799783615910079
John Brown,hasSex,Male,Occupation Record Module,,13,13,0.47222222222222215,0.0,0,0,0.0,0.0
